v8-version,12,9,202,28,-node.11,0
v8-platform,macos,macos
shared-library,/opt/homebrew/Cellar/node/23.3.0/bin/node,0x102b7c000,0x103ef0350,45563904
shared-library,/opt/homebrew/Cellar/libuv/1.49.2/lib/libuv.1.dylib,0x1079f8594,0x107a1063c,4422844416
shared-library,/opt/homebrew/Cellar/brotli/1.1.0/lib/libbrotlidec.1.1.0.dylib,0x1079d4348,0x1079da358,4422696960
shared-library,/opt/homebrew/Cellar/brotli/1.1.0/lib/libbrotlienc.1.1.0.dylib,0x107ad4cb4,0x107b0e880,4423745536
shared-library,/opt/homebrew/Cellar/c-ares/1.34.3/lib/libcares.2.19.2.dylib,0x107a71058,0x107a8e498,4423335936
shared-library,/opt/homebrew/Cellar/libnghttp2/1.64.0/lib/libnghttp2.14.dylib,0x107b742e8,0x107b87530,4424400896
shared-library,/opt/homebrew/Cellar/openssl@3/3.4.0/lib/libcrypto.3.dylib,0x107fcc000,0x1081d4450,4428955648
shared-library,/opt/homebrew/Cellar/openssl@3/3.4.0/lib/libssl.3.dylib,0x107c80c3c,0x107cf4bc0,4425498624
shared-library,/opt/homebrew/Cellar/icu4c@76/76.1_1/lib/libicui18n.76.1.dylib,0x1086f1034,0x108867fcc,4436443136
shared-library,/opt/homebrew/Cellar/icu4c@76/76.1_1/lib/libicuuc.76.1.dylib,0x1083ec290,0x1084be4b8,4433281024
shared-library,/usr/lib/libz.1.dylib,0x1a6768a50,0x1a6774178,427130880
shared-library,/usr/lib/libSystem.B.dylib,0x1a6827490,0x1a6827adc,427130880
shared-library,/usr/lib/system/libcache.dylib,0x1a68215e0,0x1a6824370,427130880
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x1a67db5e8,0x1a67e69e4,427130880
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x1a680679c,0x1a6809824,427130880
shared-library,/usr/lib/system/libcopyfile.dylib,0x1a67fd0fc,0x1a6803e50,427130880
shared-library,/usr/lib/system/libcorecrypto.dylib,0x199907ac0,0x19998fabc,427130880
shared-library,/usr/lib/system/libdispatch.dylib,0x1999eed38,0x199a2bc70,427130880
shared-library,/usr/lib/system/libdyld.dylib,0x199ba9290,0x199bcbf30,427130880
shared-library,/usr/lib/system/libkeymgr.dylib,0x1a6816760,0x1a6816e48,427130880
shared-library,/usr/lib/system/libmacho.dylib,0x1a67b55ac,0x1a67b987c,427130880
shared-library,/usr/lib/system/libquarantine.dylib,0x1a5c92b2c,0x1a5c94b48,427130880
shared-library,/usr/lib/system/libremovefile.dylib,0x1a68142f4,0x1a6815c00,427130880
shared-library,/usr/lib/system/libsystem_asl.dylib,0x19f3263c4,0x19f33b010,427130880
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x19989c9a8,0x19989f8d8,427130880
shared-library,/usr/lib/system/libsystem_c.dylib,0x199a3937c,0x199aaf290,427130880
shared-library,/usr/lib/system/libsystem_collections.dylib,0x1a680a87c,0x1a680e960,427130880
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x1a4e6b524,0x1a4e6e700,427130880
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x1a3ea77b8,0x1a3ec9d60,427130880
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x1a644a06c,0x1a644e0c0,427130880
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x19cfc7510,0x19cfce170,427130880
shared-library,/usr/lib/system/libsystem_darwindirectory.dylib,0x261716db0,0x261719268,427130880
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x1a6817dc0,0x1a681df40,427130880
shared-library,/usr/lib/system/libsystem_eligibility.dylib,0x26171b864,0x26171d3c8,427130880
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x199a35c80,0x199a37a28,427130880
shared-library,/usr/lib/system/libsystem_info.dylib,0x199bd7874,0x199bfe2d0,427130880
shared-library,/usr/lib/system/libsystem_m.dylib,0x1a67781c0,0x1a679ec0c,427130880
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x1999b1be0,0x1999e3f90,427130880
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x19f2934f8,0x19f2a8380,427130880
shared-library,/usr/lib/system/libsystem_notify.dylib,0x19d43d0b4,0x19d44baa0,427130880
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x1a4e6fbd8,0x1a4e73f20,427130880
shared-library,/usr/lib/system/libsystem_sanitizers.dylib,0x26171faa0,0x2617218c8,427130880
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x1a681080c,0x1a6812194,427130880
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x199b60960,0x199b93f08,427130880
shared-library,/usr/lib/system/libsystem_platform.dylib,0x199bcf540,0x199bd53e8,427130880
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x199b9ba88,0x199ba68e0,427130880
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x1a0d196e4,0x1a0d1f2ac,427130880
shared-library,/usr/lib/system/libsystem_trace.dylib,0x1998ec340,0x1999029d8,427130880
shared-library,/usr/lib/system/libunwind.dylib,0x1a67ecb28,0x1a67f332c,427130880
shared-library,/usr/lib/system/libxpc.dylib,0x1998a1990,0x1998de848,427130880
shared-library,/usr/lib/libc++abi.dylib,0x199b48dc8,0x199b5c9a0,427130880
shared-library,/usr/lib/libobjc.A.dylib,0x1997c1400,0x199800420,427130880
shared-library,/usr/lib/liboah.dylib,0x1a67f5500,0x1a67facb0,427130880
shared-library,/usr/lib/libc++.1.dylib,0x199abbe18,0x199b1be70,427130880
shared-library,/opt/homebrew/Cellar/brotli/1.1.0/lib/libbrotlicommon.1.1.0.dylib,0x107ba8f34,0x107ba94b0,4424630272
shared-library,/usr/lib/libresolv.9.dylib,0x1aa185f50,0x1aa19b7d0,427130880
shared-library,/opt/homebrew/Cellar/icu4c@76/76.1_1/lib/libicudata.76.1.dylib,0x10a89bab0,0x10a89bab0,4471750656
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x199c05090,0x199df40a0,427130880
